//ID	µØÍ¼±àºÅ	»»ËãºóX×ø±ê	»»ËãºóY×ø±ê	»»ËãºóZ×ø±ê
19672	a33	-731.33	227.02	523.97
19673	a33	-759.29	227.38	567.29
19674	a33	-901.82	218.07	417.75
19675	a33	-607.52	226.37	403.91
19676	a33	-611.46	219.86	371.33
19677	a33	-607.52	226.37	403.91
19678	a33	-901.82	218.07	417.75
19679	a33	-273.68	258.05	408.79
19683	a33	-292.68	258.01	411.86
19686	a33	-281.49	258.01	419.81
19687	a33	-292.25	258.01	409.45
19688	a33	-279.24	258	417.68
19690	a33	-381.46	218.92	799.97
19702	a33	-425.4	245.82	175.8
19717	a33	-383.79	218.52	782.39
19718	a33	-384.44	218.82	809.84
19745	a33	-379.99	246.01	219.16
19748	a33	-901.98	228.18	307.48
19751	a33	-390.84	246.01	208.81
19752	a33	-389.94	246.01	233.47
19753	a33	-674.49	219.08	629.43
19756	a33	-721.42	221.01	340.59
19759	a33	-753.03	225.13	253.43
19762	a33	-874.92	226	300.4
19990	a33	-793.75	219.56	-414.36
19991	a33	-662.56	224.21	-479.61
19992	a33	-612.01	225.8	-486.33
19993	a33	-527.75	223.4	-833.13
19994	a33	-281.81	222.28	-768.82
19995	a33	-592.95	221.16	-369.41
19996	a33	-745.42	219.98	-446.17
19997	a33	-303.12	221.56	-340.44
19998	a33	-303.12	221.56	-340.44
19999	a33	-375.37	213.04	-438.58
19999	a33	-365.52	210.57	-135.91
20000	a33	-375.37	213.04	-438.58
20001	a33	-763.71	212	-161.55
20002	a33	-763.71	212	-161.55
20003	a33	-306.12	212.31	-646.82
20004	a33	-306.12	212.31	-646.82
20004	a33	-660.75	210.97	-212.79
20005	world	1726.5898	281.9181	105.7727
20006	world	1726.5898	281.9181	105.7727
20006	world	1702.4177	281.9181	325.3344
20005	world	1702.4177	281.9181	325.3344
20005	world	1368.5957	343.9566	-68.2538
20006	world	1368.5957	343.9566	-68.2538
20007	a33	-314.39	365	-410.62
20008	world	9.9656	340.787	-764.5048
20009	world	9.9656	340.787	-764.5048
20008	world	56.1323	281.5804	-951.5762
20009	world	56.1323	281.5804	-951.5762
20037	a17	115.15	257.26	-5.05
20038	a33	-317.02	472.86	-310.42
20042	world	1380.19	304.47	1230.93
20206	world	-930.5073	221.7733	3368.6462
20207	world	-930.5073	221.7733	3368.6462
20206	world	-375.2894	234.499207	3441.008545
20207	world	-375.2894	234.499207	3441.008545
20210	world	-2692.25	379.02	3081.37
20210	world	-2833.19	379.11	3087.15
20210	world	295.13	270.01	3265.81
20210	world	349.13	266	3375.74
20210	world	-1507.89	253.02	977.39
20210	world	1511.86	219.61	864.06
20210	world	1292.95	219.62	1134.06
20210	world	-763.01	221.97	-1328.48
20210	world	-724.9	219.28	-1213.25
20212	a33	-583.06	222.4	-923.96
20213	a33	-583.06	222.4	-923.96
20214	a33	-388.35	219.85	-770
20410	a16	128	254.45	-26.83
20411	a15	231.57	332.7	358.51
20412	a28	-362.22	234.07	-317.17
20413	a27	285.51	216.81	-21.6
20414	a16	-40.5	254.13	35.96
20415	a17	-16.56	257.26	-1.44
20416	a31	461.94	33.38	19.88
20417	a28	-363.68	234.07	-317.15
20418	a31	122.58	52.83	144.23
20419	a27	401.79	218.63	54.27
20420	a15	336.58	332.7	-201.05
20421	a24	397.38	163.23	96.82
20422	a31	399.17	25.74	376.98
20423	a27	18.19	216.49	-69.49
20424	a23	-398.1	608.7	292.02
20461	world	1676.81	304.19	838.68
20462	world	1676.55	304.32	1231.21
20466	world	1528.25	276.77	1045.79
20467	a33	-327.65	473.97	-329.47
20468	a33	-314.65	260.52	302.52
20469	a33	859.49	224.06	283.36
20470	a33	436.74	529.19	-137.57
20495	a33	919.56	219.97	409.52
20496	world	-887.3316	263.8564	-539.5129
20496	world	-675	220.216	-490
20497	world	-18.410801	219.644196	1037.565796
20497	world	-293.1017	222.0338	1302.0398
20498	world	-887.3316	263.8564	-539.5129
20498	world	-675	220.216	-490
20499	a33	521.37	253.13	463.9
20500	world	-18.410801	219.644196	1037.565796
20500	world	-293.1017	222.0338	1302.0398
20501	world	-1763	228.5573	1762
20503	world	-1763	228.5573	1762
20501	world	-2054.3669	218.1042	1744.3428
20503	world	-2054.3669	218.1042	1744.3428
20502	a33	581.81	247.18	705.49
20504	a33	771.47	238	827.14
20505	world	-1630.67	235.49	3845.39
20506	world	-524.59	235.65	3899.14
20507	world	-1475.94	236.17	2789.59
20508	world	-2390.13	218.31	1821.9
20509	world	-2935.13	546.98	-1422.09
20510	world	-2946.82	548.38	-2137.39
20511	world	2560.96	225.46	424.35
20512	world	1690.57	218.88	-753.24
20514	a33	-867.54	224.15	608.4
20515	a33	915.48	247.41	648.46
20516	a33	-286.12	252.55	-435.48
20517	a33	383.12	560.57	-743.72
20537	a17	103.01	257.34	-40.7
20538	a15	221.92	332.7	360.56
20539	a28	221.69	234.51	-391.72
20540	a27	393.9	216.49	-173.78
20541	a16	-29.46	254.67	21.29
20542	a17	-10.25	257.49	-15.19
20543	a31	476.66	32.8	38.18
20544	a28	223.39	234.57	-356.46
20545	a31	131	52.89	172.97
20546	a27	405.64	217	51.66
20547	a15	294.36	332.7	-162.3
20548	a24	404.94	163.14	111.48
20549	a31	399.63	25.91	390.19
20550	a23	-373.73	607.54	317.45
20551	a33	-306.73	472.74	-318.83
20554	a33	-331.84	472.03	-308.43
20556	a33	-348.85	472.09	-325.05
20559	a33	-840.13	220.04	-428.46
20597	a33	-837.58	229.87	375.75
20598	a33	-668.74	219.11	632.22
20603	world	-666.76	219.62	1296.33
20604	a33	648.76	534.64	-595.47
20605	a33	724.99	531.63	-609.23
20606	a33	647.56	537.81	-526.45
20607	a33	713.15	524.95	-494.94
20608	a33	511.17	531.1	-530.51
20609	a33	451.96	523.95	-493.31
20610	a33	612.36	535.92	-482.79
20611	a33	632.17	524.2	-421.72
20612	a33	519.07	534.63	-576.02
20613	a33	454.67	524.05	-606.94
20614	a33	571.01	532.52	-481.29
20615	a33	565.76	523.85	-418.45
20616	a33	540.41	527.14	-626.88
20617	a33	485.95	529.28	-700.99
20618	a33	580.56	583.24	-674.51
20619	a33	585.2	564.74	-718.52
20620	a33	627.4	529.69	-631.82
20621	a33	677.63	532.78	-699.52
20622	a33	694.64	523.95	-276.4
20623	a33	694.64	523.95	-276.4
20624	a33	874.48	587.2	-383.91
20624	a33	838.94	580.31	-718.6
20625	a33	874.48	587.2	-383.91
20626	a33	478.87	525.5	-887.04
20627	a33	396.5	545.96	-893.44
20627	a33	749.87	526.84	-817.53
20628	a33	228.24	524.16	-691.89
20629	a33	228.24	524.16	-691.89
20631	a33	803.47	220.79	240.75
20632	a33	808.48	220.79	242.43
20633	a33	805.5	219.85	246.52
20640	a33	514.17	253.24	291.87
20641	a33	502.09	253.06	291.87
20642	a33	532.44	253.01	254.07
20645	a33	495.12	253.01	244.96
20648	a33	488.55	253.01	269.79
20651	a33	533.57	253.01	271.7
20652	a33	645.44	247.13	833.81
20653	a33	453.23	319.43	638.08
20654	world	-2431.31	219.11	-323.72
20654	world	-2431.41	219.11	-323.82
20654	world	-2431.51	219.11	-323.92
20654	world	-2431.61	219.11	-324.02
20654	world	-2431.71	219.11	-324.12
20654	world	-2431.81	219.11	-324.22
20654	world	-2431.91	219.11	-324.32
20654	world	-2432.01	219.11	-324.42
20654	world	-2432.11	219.11	-324.52
20654	world	-2432.21	219.11	-324.62
20654	world	-2432.31	219.11	-324.72
20654	world	-2432.41	219.11	-324.82
20655	world	-1619.29	522.42	1452.9
20655	world	-1619.39	522.42	1452.8
20655	world	-1619.49	522.42	1452.7
20655	world	-1619.59	522.42	1452.6
20655	world	-1619.69	522.42	1452.5
20655	world	-1619.79	522.42	1452.4
20655	world	-1619.89	522.42	1452.3
20655	world	-1619.99	522.42	1452.2
20655	world	-1620.09	522.42	1452.1
20655	world	-1620.19	522.42	1452
20655	world	-1620.29	522.42	1451.9
20655	world	-1620.39	522.42	1451.8
20656	world	-1595.23	247.97	3675.08
20683	a33	530.16	524.22	-675.08
20684	a33	553.27	546.2	-571.1
20688	a33	452.51	526.47	-185.85
20699	a31	-416.47	129.93	210.13
20700	a31	-427.27	129.93	203.08
20701	a31	-406.02	129.93	203.18
20702	a31	-410.79	129.93	191.98
20703	a31	-421.43	129.93	192.08
20721	a33	310.91	523.81	-278.76
20724	a31	-415.98	132.18	222.96
20725	a31	-415.97	132.18	219.45
20730	a31	-186.04	132.18	223.3
20734	a33	-333.9	219.78	-295.77
20736	a33	-523.51	219.57	-175.27
20737	a33	-343.91	472.02	-315.34
20755	a33	491.35	253.01	251.75
20756	a33	489.24	253.01	259.76
20802	world	-243.47	225	3020.57
20803	world	1720.6	231.32	-1741.71
20804	world	-1796.16	226.24	2946.61
20805	world	2353.28	322.29	24.87
20806	world	-54.1	222.8	2025.65
20807	world	573.73	233.47	-1054.43
20808	world	-2460.73	226.03	3838.51
20808	world	-1638.19	231.92	2064.82
20809	world	1692.29	220.36	74.48
20810	world	1469.65	217.14	-844.42
20811	world	1625.27	217.65	-777.58
20812	world	1811.89	218.95	-679.14
20813	a02	88.26	218.8	49.46
20814	a33	-286.18	219.71	-327.02
20815	a33	-566.24	223.39	-365.74
20817	a33	-525.63	227.4	-698.74
20818	a33	-414.85	222.33	-825.36
20819	a33	-664.58	222.05	-128.08
20820	a33	-294.41	221.06	-175.63
20821	a33	-442.42	219.06	-432.22
20823	a33	-378.19	220.83	-722.24
20824	a33	-530.66	225.04	-890.95
20825	a33	-277.11	266.31	157.4
20826	a33	-866.6	222.28	368.55
20827	a26	117.54	365.79	-298.09
20827	a33	-721.29	221.01	339.67
20828	a33	-765.46	223.62	669.06
20829	a33	-818.91	224.65	282.3
20830	a33	-729.03	377.36	315.35
20831	a33	615.47	248.79	598.05
20832	a33	646.19	247	848.11
20833	a33	481.6	316.38	697.47
20834	a33	589.11	421.8	720.98
20835	a33	649.57	249.66	815.73
20836	a33	694.28	668.45	-630.72
20837	a33	591.54	524.31	-713.6
20838	a33	711.51	524.4	-633.83
20839	a33	733.03	542.65	-511.01
20840	a33	651.55	523.73	-414.34
20841	a33	509.9	526	-409.99
20842	a33	425.18	523.86	-504.53
20843	a33	445.78	530.41	-640.48
20844	a31	-186.08	132.3	223.34
20845	a31	-185.29	129.93	201.72
20846	a28	-409.86	234.16	-460.08
20849	a33	-330.06	471.49	-348.57
20850	a33	-339.07	471.79	-349.91
20858	a33	-320.62	472.09	-347.42
20859	a33	-311.46	472.09	-345.33
20867	a31	-416.01	132.18	222.91
20868	a28	-56.22	234.19	26.69
20869	a28	-101.02	234.34	27.25
20870	a28	18.32	234.24	69.53
20871	a28	-75.13	234.47	-19.28
20872	a28	-75.33	234.07	-18
20873	a28	-75.23	234.07	-16.12
20876	a31	-399.08	129.93	224.21
20877	a31	-434.63	129.93	223.53
20888	a31	-490.75	130.39	474.58
20948	a33	-304.16	472.23	-330.77
20986	a33	-347.02	471.72	-342.37
21005	world	-663.18	219.53	1324.08
21026	world	-2812.66	379.02	3111.57
21026	world	308.91	270	3256.06
21026	world	-1405.4	253.64	869.7
21026	world	1412.83	219.62	1366.52
21026	world	1282.04	219.62	1007.78
21026	world	1555.19	222.85	860.3
21026	world	-629.42	219.54	-1359.3
21026	world	2643.08	228.06	-1793.6
21029	world	-2814.94	379.02	3111.67
21029	world	310.18	270	3254.8
21029	world	-1400.99	253.32	871.15
21029	world	1555.14	222.85	861.89
21029	world	1281.8	219.61	1011.93
21029	world	-633.68	219.31	-1356.64
21029	world	2639.68	228.06	-1802.73
21077	world	-2366.06	258.13	4402.13
21078	a16	-169.44	294.14	403.76
21079	a16	-169.34	294.14	403.86
21081	a16	-169.14	294.14	404.06
21082	a16	-169.04	294.14	404.16
21083	a16	-168.94	294.14	404.26
21084	a16	-168.84	294.14	404.36
21085	a16	-169.24	294.14	403.96
21131	world	-2806.96	221.31	2066.87
21148	a17	186.59	256.96	461.55
21149	a17	186.69	256.96	461.65
21150	a17	186.79	256.96	461.75
21151	a17	186.89	256.96	461.85
21152	a17	186.99	256.96	461.95
21153	a17	187.09	256.96	462.05
21154	a17	187.19	256.96	462.15
21155	world	1528.73	276.77	1030.32
21209	a16	-181.82	292.7	419.84
21210	a16	-178.39	256.2	-421
21211	a16	396.35	254.15	121.68
21211	a16	-141.26	254.15	399.34
21211	a16	-61.82	254.15	37.6
21211	a16	183.9	254.15	446.78
21211	a16	-48.81	254.15	-292.59
21212	a16	-167.22	294.28	401.64
21362	world	-2963.93	527.77	-378.68
21362	world	-2964.03	527.77	-425.63
21362	world	-2986.92	527.77	-401.67
21362	world	-2939.13	527.77	-402.94
21380	world	-2824.6	379.02	3114.87
21380	world	442.13	266	3453.41
21380	world	300.56	270	3266.47
21380	world	-1448.93	247.88	1171.75
21380	world	-1413.61	253.64	869.43
21380	world	1559.34	234.66	1268.33
21380	world	1555.33	222.85	862.34
21380	world	1282.62	219.61	1011.02
21380	world	-864.2	223.27	-1179.88
21380	world	-632.22	219.01	-1357.48
21380	world	2640.02	228.06	-1801.55
21509	a17	-177.8	257.26	-428.73
21510	a17	-296.15	258.75	-223.27
21511	a17	189.71	257.14	467.08
21512	a17	179.09	257.11	437.75
21522	a01	-278.39	55.22	181.04
21523	a01	-101.41	15.05	362.03
21524	a01	-184.32	3.16	296.56
21525	a01	-244.37	17.76	422.99
21526	a01	-456.72	31.04	292.73
21527	a01	-229.39	17.58	165.75
21528	a01	-73.67	17.64	250.57
21529	a01	-100.74	17.64	224
21530	a01	-72.51	16.75	181.05
21531	a01	-171.7	17.66	234.7
21532	a01	-160.61	17.64	157.53
21533	a01	-287.78	31	284.85
21534	a01	-270.26	31	284.6
21535	a01	-326.94	17.78	421.09
21536	a01	-344.21	17.7	167.38
21537	a01	-278.02	17.74	377.72
21538	a01	-161.51	17.84	423.28
21539	a01	-429.64	17.73	219.79
21540	a01	-421.84	17.72	369.57
21541	a01	-334.67	17.73	232.59
21542	a01	-336.34	17.73	357.28
21543	a01	-221.14	17.66	247.12
21544	a01	-221.43	17.71	337.75
21548	a01	246.85	55.17	182.47
21549	a01	237.79	30.96	284.86
21550	a01	255.3	30.96	284.69
21551	a01	423.37	15	363.76
21552	a01	337.26	3.12	295.64
21553	a01	278.51	17.71	424.42
21554	a01	296.03	17.54	165.82
21555	a01	452.83	17.59	251.29
21556	a01	424.66	17.59	223.96
21557	a01	452.98	16.71	181.37
21558	a01	353.95	17.61	233.97
21559	a01	362.26	17.59	154.85
21560	a01	68.83	30.99	292.5
21561	a01	198.71	17.73	421.41
21562	a01	185.86	17.66	166.43
21563	a01	246.09	17.69	375.7
21564	a01	363.71	17.79	423.46
21565	a01	94.5	17.68	220.94
21566	a01	103.74	17.67	369.85
21567	a01	188.34	17.68	241.58
21568	a01	188.55	17.68	346.88
21569	a01	304.03	17.61	250.55
21570	a01	303.71	17.66	337.83
21571	a01	-266.46	55.22	-279.81
21572	a01	-276.1	31	-178
21573	a01	-258.6	31	-177.98
21574	a01	-90.38	15.05	-98.86
21575	a01	-175.08	3.16	-165.65
21576	a01	-232.72	17.76	-38.64
21577	a01	-218.05	17.58	-297.23
21578	a01	-61.48	17.64	-211.37
21579	a01	-90.25	17.64	-238.27
21580	a01	-61.05	16.75	-281.44
21581	a01	-160.35	17.66	-229.37
21582	a01	-148.77	17.64	-307.88
21583	a01	-445.41	31.04	-171.51
21584	a01	-318.34	17.78	-41.73
21585	a01	-331.46	17.7	-296.21
21586	a01	-267.98	17.74	-86.99
21587	a01	-150.36	17.84	-39.65
21588	a01	-420.57	17.73	-240.53
21589	a01	-410.82	17.72	-93.15
21590	a01	-325.47	17.73	-220.48
21591	a01	-325.78	17.73	-115.28
21592	a01	-209.58	17.66	-211.54
21593	a01	-209.8	17.71	-125.2
21594	a01	247.45	55.17	-280.44
21595	a01	237.93	30.96	-177.82
21596	a01	255.29	30.96	-177.93
21597	a01	423.32	15	-98.65
21598	a01	339.76	3.12	-167.46
21599	a01	279.97	17.71	-39.76
21600	a01	296.11	17.54	-296.8
21601	a01	451.43	17.59	-211.58
21602	a01	423.38	17.59	-236.84
21603	a01	452.84	16.71	-281.74
21604	a01	353.27	17.61	-230.41
21605	a01	363.24	17.59	-306.8
21606	a01	68.69	30.99	-170.38
21607	a01	198.83	17.73	-41.57
21608	a01	182.11	17.66	-295.74
21609	a01	245.9	17.69	-85.86
21610	a01	363.73	17.79	-39.23
21611	a01	93.14	17.68	-241.47
21612	a01	102.18	17.67	-93.14
21613	a01	188.03	17.68	-220.46
21614	a01	187.83	17.68	-115.66
21615	a01	304.22	18.01	-210.29
21616	a01	304.46	17.92	-126.34
21617	a01	-7.31	101.18	67.82
21618	a01	-1.04	101.18	59.63
21619	a01	-103.78	17.87	440.87
21619	a01	-80.37	15.05	115.85
21619	a01	-458.99	17.78	155.38
21619	a01	-453.62	17.78	431.11
21620	a01	-102.03	17.87	440.78
21620	a01	-82.96	15.05	115.9
21620	a01	-462.29	17.78	155.43
21620	a01	-455.79	17.78	431.05
21621	a01	421.79	17.82	441.7
21621	a01	440.34	15	115.77
21621	a01	63.49	17.73	155.32
21621	a01	74.37	17.73	432.86
21622	a01	424.58	17.82	441.76
21622	a01	437.69	15	115.89
21622	a01	60.7	17.73	155.3
21622	a01	72.1	17.73	432.97
21623	a01	-90.39	17.87	-20.06
21623	a01	-71.31	15.05	-346.71
21623	a01	-447.45	17.78	-307.26
21623	a01	-439.36	17.78	-30.21
21624	a01	-87.21	17.87	-20.11
21624	a01	-73.66	15.05	-346.65
21624	a01	-450.5	17.78	-307.18
21624	a01	-436.9	17.78	-30.17
21625	a01	421.83	17.82	-20.78
21625	a01	447.55	15	-346.74
21625	a01	69.46	17.73	-307.36
21625	a01	72.04	17.73	-29.85
21626	a01	424.82	17.82	-20.88
21626	a01	445.13	15	-346.7
21626	a01	66.52	17.73	-307.33
21626	a01	74.48	17.73	-29.84
21627	a01	-91.47	17.87	426.97
21627	a01	-471.4	17.94	420.27
21627	a01	-476.44	17.78	165.57
21627	a01	-99.96	15.05	127.27
21640	a22	278.27	277.99	465.7
21645	a24	418.79	162.87	-395.14
21681	a01	-448.43	17.63	378.63
21682	a24	-404.54	163.15	448.17
21683	a24	-511	300	511
21684	a24	424.31	154.33	-426.58
21685	a01	-436.12	17.63	378.63
21686	a01	-424.54	17.63	212.07
21687	a01	-297.03	30.93	282.17
21688	a01	-260.16	30.91	308.83
21688	a01	-93.51	17.43	181.59
21689	a01	76.94	17.63	378.19
21690	a01	89.26	17.63	378.19
21691	a01	228.35	30.93	281.73
21692	a01	431.87	17.43	181.15
21696	a01	265.31	30.91	308.8
21697	a01	-436.76	17.63	-84.24
21698	a01	-424.45	17.63	-84.24
21699	a01	-285.36	30.93	-180.7
21700	a01	-81.84	17.43	-281.28
21701	a01	-248.96	30.91	-154.12
21702	a01	76.94	17.63	-84.34
21703	a01	89.26	17.63	-84.34
21704	a01	228.35	30.93	-180.8
21705	a01	431.87	17.43	-281.38
21706	a01	265.62	30.91	-153.49
21707	a01	-476.34	32.96	292.43
21708	a01	-437.92	32.96	292.43
21709	a01	-355.25	20	239.95
21710	a01	-224.54	34.33	299.96
21711	a01	-51.7	16.6	108.41
21712	a01	49.03	32.96	291.98
21713	a01	87.46	32.96	291.98
21714	a01	170.13	20	239.5
21715	a01	300.84	34.33	299.52
21716	a01	473.67	16.6	107.96
21718	a01	-426.24	32.96	-170.44
21719	a01	-343.58	20	-222.92
21720	a01	-40.03	16.6	-354.46
21721	a01	-212.86	34.33	-162.91
21722	a01	49.03	32.96	-170.54
21723	a01	87.46	32.96	-170.54
21724	a01	170.13	20	-223.02
21725	a01	300.84	34.33	-163.01
21726	a01	473.67	16.6	-354.56
21767	a01	-464.67	32.96	-170.44
21772	a24	419.39	162.87	-394.54
21773	a24	419.29	162.87	-394.64
21774	a24	419.19	162.87	-394.74
21775	a24	419.09	162.87	-394.84
21776	a24	418.99	162.87	-394.94
21777	a24	418.89	162.87	-395.04
21804	a01	433.91	17.82	427.17
21804	a01	54.42	17.9	420.37
21804	a01	48.69	17.73	165.67
21804	a01	426.13	15	127.37
21805	a01	-88.58	15.05	-335.43
21805	a01	-465.08	17.78	-297.21
21805	a01	-458.62	17.94	-43.52
21805	a01	-79.64	17.87	-36.92
21806	a01	425.46	15	-335.73
21806	a01	48.53	17.73	-297.6
21806	a01	55.24	17.9	-43.02
21806	a01	434.22	17.82	-37.02
22070	a21	244.48	187.01	282.56
22073	a23	120.34	607.7	-420.78
22081	a23	120.44	607.7	-420.68
22082	a23	120.54	607.7	-420.58
22083	a23	120.64	607.7	-420.48
22084	a23	120.74	607.7	-420.38
22085	a23	120.84	607.7	-420.28
22086	a23	120.94	607.7	-420.18
22093	a23	324.19	608.47	-241.97
22094	a23	347.92	609.29	-245.6
22095	a23	136.58	609.46	-427.81
22107	a28	-72.41	234.07	377.95
22123	a28	404.18	234.07	190.57
22124	a28	306.97	234.07	-369.72
22125	a28	-361.94	233.98	-298.7
22127	world	1998.46	176.55	1015.48
22138	world	2737.63	224.06	-1860.71
22139	a15	338.43	336.95	-153.83
22140	a15	338.53	336.95	-153.73
22141	a15	338.63	336.95	-153.63
22142	a15	338.73	336.95	-153.53
22143	a15	338.83	336.95	-153.43
22144	a15	338.93	336.95	-153.33
22145	a15	339.03	336.95	-153.23
22171	world	1888.92	219.04	-1033.38
22172	a14	279.21	332.65	-217.77
22172	a14	153.59	336.74	-210.41
22173	a14	279.31	332.65	-217.67
22173	a14	153.69	336.74	-210.31
22174	a14	279.41	332.65	-217.57
22174	a14	153.79	336.74	-210.21
22175	a14	279.51	332.65	-217.47
22175	a14	153.89	336.74	-210.11
22176	a14	279.61	332.65	-217.37
22176	a14	153.99	336.74	-210.01
22177	a14	279.71	332.65	-217.27
22177	a14	154.09	336.74	-209.91
22178	a14	279.81	332.65	-217.17
22178	a14	154.19	336.74	-209.81
22199	world	217.31	218.85	2856.29
22199	world	-1440.22	240.24	1397.39
22199	world	-317	218.01	-889.08
22276	a15	-263.26	332.7	414.36
22277	a15	-201.76	332.7	415
22278	a15	342	332.7	-179.61
22279	a14	-245.31	336.87	203.91
22280	a14	-239.92	337.59	212.52
22281	a14	219.34	329.64	-203.57
22292	world	1530.14	219.81	805.53
22293	world	-1529.51	255.93	960.74
22294	world	-2708.25	386.24	2992.51
22295	world	1213.75	219.62	1346.6
22296	world	336.83	266.02	3356.89
22297	world	-749.16	219.1	-1254.6
22298	world	681.36	472	191.3
22299	world	1875.56	231.13	702
22300	world	2739.96	224.06	-1885.15
22301	world	475.12	285.31	-2105.45
22302	world	2369.92	220.79	137.85
22303	world	2670.34	252.09	4158.3
22304	world	1528.22	257.02	1031.66
22305	world	-2902.92	525.78	-2354.03
22305	world	-2896.19	524.21	-2448.06
22305	world	-2953.7	557.98	-2432.36
22305	world	-2807.93	540.24	-2436.56
22305	world	-2854.88	540.08	-2412.55
22306	world	2602.02	252.09	4159.63
22306	world	2457.91	230.24	4245.03
22306	world	2728.28	244.59	4174.7
22306	world	2565.5	280.01	4164.62
22306	world	2661.61	247.98	4122.27
22307	world	-2485.91	217.69	4108.67
22307	world	-2495.04	228.19	4165.8
22307	world	-2525.92	221.97	4121.44
22307	world	-2566.29	221.82	4130.01
22307	world	-2512.42	226.62	4074.6
22308	world	2599.41	238.24	-1857.08
22308	world	2834.42	218.58	-1802.45
22308	world	2799.61	243.11	-1793.38
22308	world	2729.34	224.07	-1930.6
22308	world	2679.16	257.18	-1804.79
22309	world	-650.38	219.58	1303.48
22309	world	-583.3	219.58	1254.8
22309	world	-600.09	219.58	1191.32
22309	world	-593.55	219.12	1372.42
22309	world	-679.42	233.72	1465.26
22377	world	-2901.89	482.49	-2441.88
22378	world	2653.26	231.31	4171.23
22379	world	-2533.57	191.56	4117.68
22380	world	2709.52	142.73	-1822.59
22381	world	-684.14	155.47	1273.26
22382	world	1526.58	257.06	1033.4
22485	world	1529.83	276.77	1018.42
22511	world	1528.22	257.04	1031.66
22512	world	1528.22	257.06	1031.66
22622	world	274.54	220.68	-956.46
22623	a27	-301.73	216.49	-419.39
22624	a27	-301.63	216.49	-419.29
22625	a27	-301.53	216.49	-419.19
22626	a27	-301.43	216.49	-419.09
22627	a27	-301.33	216.49	-418.99
22628	a27	-301.23	216.49	-418.89
22629	a27	-301.13	216.49	-418.79
22631	a27	-225.82	216.49	-395.75
22632	a27	-225.72	216.49	-395.65
22633	a27	-225.62	216.49	-395.55
22634	a27	-225.52	216.49	-395.45
22635	a27	-225.42	216.49	-395.35
22636	a27	-225.32	216.49	-395.25
22637	a27	-225.22	216.49	-395.15
22639	a27	-4.06	216.49	-409.26
22640	a27	-3.96	216.49	-409.16
22641	a27	-3.86	216.49	-409.06
22642	a27	-3.76	216.49	-408.96
22643	a27	-3.66	216.49	-408.86
22644	a27	-3.56	216.49	-408.76
22645	a27	-3.46	216.49	-408.66
22816	world	1235.46	219.61	1021.77
22817	world	1238.55	219.62	1018.88
22818	world	1233.26	219.62	1018.92
22819	world	1233.09	219.62	1018.92
22820	world	1232.9	219.62	1018.91
22821	world	1232.72	219.62	1018.92
22822	world	1230.26	219.61	1018.97
22823	world	1230.12	219.61	1018.97
22824	world	1229.96	219.61	1018.98
22825	world	1229.78	219.61	1018.98
22826	world	1240.72	219.62	1018.81
22827	world	1240.86	219.62	1018.84
22828	world	1240.99	219.62	1018.87
22830	world	1241.13	219.62	1018.84
22831	world	1241.31	219.62	1018.89
22832	world	1241.48	219.62	1018.9
22833	world	1241.66	219.62	1018.89
22834	world	1241.8	219.62	1018.86
22835	world	1241.98	219.62	1018.92
22836	world	1242.15	219.62	1018.91
22837	world	1242.28	219.62	1018.91
22838	world	1242.39	219.62	1019
22839	world	1242.55	219.62	1018.94
22840	world	1242.65	219.64	1018.99
22841	world	1242.92	219.62	1018.94
22842	world	1243.08	219.62	1019.02
22843	world	1243.24	219.62	1018.95
22844	world	1240.46	219.62	1017.92
22845	world	1240.54	219.62	1017.84
22846	world	1240.66	219.62	1017.94
22847	world	1240.77	219.62	1017.97
22848	world	1240.88	219.62	1017.9
22849	world	1241.04	219.62	1017.93
22850	world	1241.15	219.62	1018.02
22851	world	1241.26	219.62	1018.05
22852	world	1241.37	219.62	1018.02
22853	world	1241.48	219.62	1018.05
22854	world	1241.59	219.62	1018.02
22855	world	1241.72	219.62	1018.06
22856	world	1241.95	219.62	1018.08
22857	world	1242.12	219.62	1018.1
22858	world	1242.37	219.62	1018.12
22859	world	1242.57	219.62	1018.09
22860	world	1242.78	219.62	1018.09
22861	world	1240.45	219.62	1017.36
22862	world	1240.64	219.62	1017.37
22863	world	1240.89	219.62	1017.4
22864	world	1241.05	219.62	1017.42
22865	world	1241.21	219.62	1017.44
22866	world	1241.36	219.62	1017.46
22867	world	1241.52	219.62	1017.46
22868	world	1241.65	219.62	1017.46
22869	world	1241.78	219.62	1017.48
22870	world	1241.93	219.62	1017.53
22871	world	1242.06	219.62	1017.51
22872	world	1242.17	219.62	1017.51
22873	world	1242.28	219.62	1017.51
22874	world	1242.43	219.62	1017.57
22875	world	1242.66	219.62	1017.51
22876	world	1242.89	219.62	1017.51
22877	world	1243.15	219.62	1017.48
22878	world	1240.45	219.62	1016.88
22879	world	1240.65	219.62	1016.89
22880	world	1240.83	219.62	1016.85
22881	world	1240.89	219.62	1016.87
22882	world	1240.97	219.62	1016.86
22883	world	1241.12	219.62	1016.86
22884	world	1241.26	219.62	1016.87
22885	world	1241.52	219.62	1016.89
22886	world	1241.7	219.62	1016.86
22887	world	1241.9	219.62	1016.82
22888	world	1242.12	219.62	1016.86
22889	world	1242.29	219.62	1016.82
22890	world	1242.5	219.62	1016.79
22891	world	1242.73	219.62	1016.92
22892	world	1242.87	219.62	1016.76
